title,author,genre,publisher,price,rating,reviews_count,sales_rank,year,store,discount_percent,delivery_cost,demand_score,popularity_score
Python Bible,Brene Brown,Romance,Indie Pub,14.02,3.9,2610,1267,2024,BooksWagon,26.650663147044412,0,8.404173106646057,78.522
Space Strategies,George R.R. Martin,Science Fiction,Indie Pub,14.33,4.5,229,1988,2012,Snapdeal,43.51968015435978,75,0.7373776403915507,90.0458
Forgotten Cooking Anthology,Brene Brown,History,Indie Pub,14.4,4.0,240,1712,2019,Crossword,18.674886641547445,0,0.7727975270479135,80.048
Future Time Guide,Tim Ferriss,Biography,Penguin Random House,18.61,4.0,4079,1378,2011,Flipkart,30.304875725357924,40,13.134337970118496,80.8158
Hidden Gardening Story,J.K. Rowling,Fiction,O'Reilly Media,31.12,3.3,214,1128,2024,Snapdeal,42.2811242204007,0,0.6890777949510561,66.0428
Beginner's Fitness Bible,Simon Sinek,Fantasy,Simon & Schuster,12.37,5.0,433,1328,2018,Flipkart,9.10038911962717,50,1.394255538382277,100.0866
Bright Meditation Journal,J.K. Rowling,Technology,Penguin Random House,22.18,5.0,2509,1862,2022,BooksWagon,42.48913948945805,75,8.078954147346728,100.5018
Complete Cooking Secrets,Colleen Hoover,Fantasy,HarperCollins,25.31,4.8,3457,805,2010,Amazon,32.51542889203253,0,11.131504379185987,96.6914
Past AI Journal,George R.R. Martin,Romance,Penguin Random House,18.89,4.2,171,2565,2010,BooksWagon,7.713482364206876,50,0.5506182380216383,84.0342
Complete AI Masterclass,Stephen King,Science Fiction,O'Reilly Media,500.0,4.7,1824,1099,2012,Snapdeal,17.03854267787265,0,5.873261205564142,94.3648
Past Cooking Story,Dale Carnegie,Technology,Hachette,25.44,4.1,253,1257,2014,Flipkart,33.32688354581126,75,0.8146573930963421,82.0506
Bright Gardening Story,Tara Westover,Fiction,Penguin Random House,11.42,4.1,116,7893,2015,Flipkart,7.694024058750868,50,0.37351880473982485,82.0232
Complete Cooking Masterclass,Brand New Author,Cooking,O'Reilly Media,37.57,5.0,224,1597,2016,Crossword,28.28681840705093,50,0.7212776919113859,100.0448
Essential Meditation Principles,Agatha Christie,Mystery,Indie Pub,21.11,3.7,650,1224,2023,Flipkart,18.83532227811827,0,2.0929933024214322,74.13
History Strategies,Colleen Hoover,Fantasy,Macmillan,13.14,5.0,8017,821,2019,Crossword,29.836620710699084,75,25.81465739309634,101.6034
The Ultimate Meditation Anthology,Brand New Author,Romance,Macmillan,17.56,3.3,317,3622,2022,Amazon,6.829681352500514,50,1.0207367336424524,66.0634
Complete Business Guide,Robert Kiyosaki,Cooking,Macmillan,16.62,3.7,922,680,2025,Snapdeal,39.86147224609505,0,2.968830499742401,74.1844
Love Trilogy,Tim Ferriss,Technology,Simon & Schuster,27.57,2.8,122,2541,2022,Crossword,43.939558767095875,50,0.39283874291602267,56.0244
Complete Python Principles,J.K. Rowling,Fantasy,O'Reilly Media,29.86,4.0,4499,1170,2012,Amazon,43.75511421142766,0,14.486733642452343,80.8998
Dark Business Journal,Michelle Obama,Self-Help,Penguin Random House,11.99,4.7,403,914,2022,Flipkart,34.98607326971699,50,1.297655847501288,94.0806
Modern Data Science Saga,Agatha Christie,Cooking,HarperCollins,18.83,4.1,674,1341,2014,Flipkart,10.203449605225279,0,2.170273055126224,82.1348
Future Data Science Methods,Stephen King,Self-Help,Indie Pub,10.61,4.4,665,1198,2022,Amazon,35.3305278371609,50,2.141293147861927,88.133
Hidden AI Collection,Neil Gaiman,Science Fiction,Macmillan,19.57,4.1,1509,2946,2011,Flipkart,5.98347665835206,40,4.8589644513137555,82.3018
Dark Baking Masterclass,Brand New Author,Mystery,Penguin Random House,14.89,4.6,31,2852,2019,Amazon,5.88494206115989,0,0.09981968057702216,92.0062
Beginner's Business Saga,Stephen King,Non-Fiction,Penguin Random House,18.68,4.5,1009,1059,2015,Crossword,17.94440876598165,0,3.2489696032972692,90.2018
Future Fitness Masterclass,Brene Brown,Biography,Simon & Schuster,7.19,3.6,872,2536,2021,Crossword,24.545727616186632,0,2.8078310149407524,72.1744
Complete Fitness Bible,James Clear,Biography,Indie Pub,21.47,4.2,1480,1076,2023,Amazon,35.816296712311726,40,4.7655847501288,84.296
Forgotten Baking Framework,George R.R. Martin,History,Indie Pub,6.92,3.8,255,1876,2011,Crossword,32.33181506426021,0,0.821097372488408,76.051
Secret Python Handbook,Brene Brown,Business,HarperCollins,26.0,4.2,264,1370,2013,Crossword,22.836108255069934,40,0.8500772797527048,84.0528
Hidden Cooking Chronicles,James Clear,Health,Macmillan,17.14,4.3,1358,878,2011,Crossword,15.945066651266636,0,4.372746007212777,86.2716
Hidden War Principles,Michelle Obama,Health,Amazon KDP,10.86,3.0,348,983,2017,BooksWagon,44.884980006308446,0,1.1205564142194746,60.0696
The Ultimate Baking Secrets,Colleen Hoover,Health,Indie Pub,22.18,4.0,111,846,2013,Snapdeal,22.047252089438917,50,0.35741885625965997,80.0222
Lost History Methods,Tara Westover,Biography,Penguin Random House,18.1,3.8,930,1097,2022,Flipkart,23.05548097318702,0,2.9945904173106648,76.186
Modern Leadership Methods,Colleen Hoover,Technology,O'Reilly Media,39.09,4.1,668,784,2010,BooksWagon,11.544952847666767,75,2.1509531169500256,82.1336
Lost Gardening Trilogy,Brand New Author,Science Fiction,Macmillan,12.59,5.0,575,1963,2024,Crossword,36.79238194999718,50,1.8514940752189593,100.115
Marketing Framework,Yuval Noah Harari,Biography,,16.62,3.4,335,2224,2010,Amazon,32.74728903125954,40,1.0786965481710458,68.067
History Masterclass,James Clear,Fantasy,Indie Pub,19.42,5.0,821,1015,2010,Crossword,13.830784511550416,40,2.6436115404430707,100.1642
The Ultimate Cooking Principles,Tara Westover,Self-Help,Macmillan,21.49,4.8,358,1819,2023,Snapdeal,8.295241824633708,50,1.1527563111798043,96.0716
Data Science Masterclass,Michelle Obama,Fiction,Macmillan,15.57,3.9,2287,1096,2023,Crossword,32.21997208298852,0,7.364116434827409,78.4574
The Ultimate Space Story,Stephen King,Romance,Amazon KDP,29.37,5.0,777,822,2012,Amazon,31.18044857124541,0,2.5019319938176197,100.1554
War System,Simon Sinek,Self-Help,Hachette,15.34,3.8,1088,1491,2020,Snapdeal,15.930381079928374,0,3.503348789283874,76.2176
Leadership Masterclass,Brene Brown,History,Macmillan,11.78,4.0,505,1416,2012,Crossword,43.03454249001641,50,1.626094796496651,80.101
Hidden AI Trilogy,Robert Kiyosaki,Business,Simon & Schuster,20.22,4.0,10105,778,2024,Snapdeal,11.04231567123601,0,32.53799587841319,82.021
Past AI Bible,Malcolm Gladwell,Technology,O'Reilly Media,45.12,4.4,537,1716,2019,Flipkart,22.293392041704077,40,1.7291344667697064,88.1074
Data Science Secrets,Simon Sinek,Business,Penguin Random House,19.69,4.7,485,1707,2016,Flipkart,42.74463680670395,75,1.5616950025759917,94.097
Essential Python Workbook,Agatha Christie,Technology,Penguin Random House,30.94,4.7,1817,982,2019,Crossword,21.78909267704489,50,5.850721277691911,94.3634
Future Cooking Masterclass,George R.R. Martin,Health,Macmillan,15.97,4.1,602,2329,2013,Snapdeal,30.54103790656342,40,1.9384337970118495,82.1204
Hidden Love Bible,Michelle Obama,Non-Fiction,Macmillan,20.84,5.0,461,791,2014,Amazon,20.90377591851177,0,1.4844152498712004,100.0922
Complete Gardening Collection,Alex Michaelides,Mystery,Hachette,21.59,3.9,57,2099,2012,Crossword,15.968608093946802,50,0.18353941267387944,78.0114
Lost Machine Learning Chronicles,Stephen King,Biography,HarperCollins,21.48,3.9,366,1004,2020,Flipkart,44.359105918393126,40,1.178516228748068,78.0732
Dark Space Chronicles,Neil Gaiman,Mystery,Amazon KDP,19.2,4.0,637,1235,2025,Flipkart,21.37336025260172,0,2.0511334363730036,80.1274
Essential Machine Learning Secrets,Malcolm Gladwell,Technology,Simon & Schuster,23.04,4.0,1586,3169,2018,Crossword,40.76396814716538,0,5.106903657908295,80.3172
Data Science Principles,Simon Sinek,Fantasy,O'Reilly Media,36.09,4.3,2725,995,2023,Snapdeal,14.198184235643447,75,8.774471921689852,86.545
Future Business Secrets,Stephen King,Cooking,Amazon KDP,17.02,4.4,403,1004,2016,Flipkart,13.524188161003332,40,1.297655847501288,88.0806
Marketing Anthology,Delia Owens,Fantasy,Penguin Random House,9.1,4.3,463,1355,2022,Snapdeal,6.245363315380454,50,1.4908552292632664,86.0926
The Ultimate War Secrets,Alex Michaelides,Technology,Indie Pub,31.42,4.0,805,2231,2022,Flipkart,31.066673015035402,50,2.592091705306543,80.161
Future Leadership Secrets,Brene Brown,Non-Fiction,Penguin Random House,19.36,5.0,488,2321,2025,Flipkart,19.741053748950446,40,1.5713549716640907,100.0976
Past Machine Learning Secrets,Robert Kiyosaki,Business,Macmillan,20.0,4.3,1445,1156,2017,BooksWagon,39.57432999358548,40,4.652885110767645,86.289
Forgotten War Framework,Agatha Christie,Mystery,Indie Pub,16.75,4.8,1127,1672,2015,Flipkart,23.928396267662286,40,3.6289283874291605,96.2254
Advanced Money Trilogy,James Clear,Mystery,Indie Pub,17.05,5.0,1864,1050,2014,Amazon,43.72773711658887,0,6.002060793405461,100.3728
Advanced Design Secrets,J.K. Rowling,Science,O'Reilly Media,39.34,4.1,923,3277,2011,Crossword,12.421020628124847,40,2.972050489438434,82.1846
Forgotten Gardening Story,Tara Westover,Non-Fiction,O'Reilly Media,19.14,4.2,391,1493,2010,Crossword,39.744926718224434,50,1.2590159711488924,84.0782
Forgotten Cooking Masterclass,J.K. Rowling,Technology,Indie Pub,26.66,4.0,1093,1858,2011,Snapdeal,36.06387411166967,40,3.5194487377640393,80.2186
Dark Mystery Masterclass,Tara Westover,Health,Indie Pub,17.57,4.5,938,2231,2012,Flipkart,35.83687378576208,50,3.0203503348789287,90.1876
Space Anthology,Simon Sinek,Technology,Indie Pub,20.32,4.6,419,1394,2014,Amazon,38.79132912467551,40,1.3491756826378156,92.0838
Forgotten Baking Workbook,Tim Ferriss,Fantasy,Simon & Schuster,16.84,4.0,693,1152,2021,Snapdeal,35.440959637719956,40,2.23145285935085,80.1386
Forgotten Mystery: The Handbook,Simon Sinek,Science,Simon & Schuster,24.9,3.4,977,2276,2015,BooksWagon,30.048812865256615,40,3.145929933024214,68.1954
Complete Money Story,Brand New Author,Business,Indie Pub,19.73,5.0,740,3491,2017,Snapdeal,10.249795107295503,40,2.3827923750644,100.148
Data Science System,Colleen Hoover,Technology,Macmillan,24.48,4.8,1036,1034,2021,Snapdeal,6.301047179650077,50,3.3359093250901597,96.2072
Complete Love Principles,James Clear,History,Hachette,10.36,4.8,2778,954,2016,Flipkart,41.83391391262747,0,8.9451313755796,96.5556
Bright Space Chronicles,Robert Kiyosaki,Biography,Penguin Random House,15.95,4.8,80,833,2011,BooksWagon,29.666012580829523,40,0.2575991756826378,96.016
Complete Money Secrets,Walter Isaacson,Cooking,Amazon KDP,11.73,4.9,223,7469,2021,Snapdeal,36.86149163904705,0,0.7180577022153529,98.0446
Beginner's Fitness Masterclass,George R.R. Martin,Business,HarperCollins,24.31,4.9,3462,1448,2011,Amazon,24.260894060502004,0,11.147604327666151,98.6924
Complete Marketing Bible,Tim Ferriss,Fiction,Simon & Schuster,28.2,3.4,699,1542,2022,Amazon,9.69232755849578,40,2.250772797527048,68.1398
Dark Baking Journal,Brand New Author,Technology,O'Reilly Media,38.77,4.1,2904,3017,2010,Crossword,10.007431688102017,40,9.350850077279754,82.5808
Advanced Space Trilogy,Michelle Obama,Business,HarperCollins,25.62,5.0,1159,900,2020,BooksWagon,32.422611489158854,75,3.731968057702215,100.2318
Complete Machine Learning Workbook,Delia Owens,Science Fiction,Hachette,11.89,3.5,256,1855,2019,BooksWagon,22.212235795978508,40,0.8243173621844411,70.0512
The Ultimate Space Bible,Delia Owens,Mystery,O'Reilly Media,31.94,3.9,320,2030,2014,Crossword,13.020989068013469,50,1.0303967027305512,78.064
Advanced Baking Methods,Brand New Author,Science,O'Reilly Media,32.97,4.6,107,2068,2016,Snapdeal,24.663781869657477,40,0.34453889747552807,92.0214
Fitness Bible,Walter Isaacson,Fiction,HarperCollins,20.41,3.8,153,4796,2019,BooksWagon,7.5683574830053635,40,0.4926584234930448,76.0306
Hidden Love Chronicles,Delia Owens,Fantasy,Amazon KDP,16.6,4.3,117,1301,2015,Amazon,28.278856076575952,0,0.3767387944358578,86.0234
Advanced Fitness Handbook,Michelle Obama,History,Hachette,14.2,4.1,1651,749,2024,Amazon,15.759736177403907,0,5.316202988150438,82.3302
Leadership Secrets,Robert Kiyosaki,Business,HarperCollins,23.4,4.2,2466,1189,2021,Flipkart,36.90236402548753,0,7.94049459041731,84.4932
Money Secrets,Michelle Obama,Romance,Amazon KDP,24.51,3.7,584,841,2023,BooksWagon,17.41447835694295,40,1.8804739824832561,74.1168
Business Saga,Simon Sinek,History,HarperCollins,5.98,4.5,13,100000,2022,Snapdeal,23.20880596327205,0,0.041859866048428646,90.0026
Baking Strategies,Alex Michaelides,Biography,Simon & Schuster,7.09,4.3,418,1472,2013,Crossword,5.464821596324025,0,1.3459556929417826,86.0836
Dark Space Strategies,Malcolm Gladwell,Biography,,23.06,3.8,519,1471,2011,Crossword,7.897875511782355,0,1.6711746522411128,76.1038
Complete Data Science: The Workbook,Stephen King,Health,Hachette,4.99,3.7,531,1523,2020,Snapdeal,20.699742256267392,75,1.7098145285935087,74.1062
Past Python Saga,Agatha Christie,Romance,Indie Pub,14.34,3.9,411,1940,2018,Flipkart,24.19755338868494,0,1.3234157650695517,78.0822
Forgotten Leadership Masterclass,Neil Gaiman,Biography,HarperCollins,15.84,4.9,264,1268,2023,Crossword,29.000821924772147,40,0.8500772797527048,98.0528
Space Principles,Alex Michaelides,Fiction,HarperCollins,14.51,4.3,1022,1985,2019,BooksWagon,16.66650314837213,0,3.2908294693456983,86.2044
Hidden Cooking Workbook,Walter Isaacson,Cooking,O'Reilly Media,34.77,4.4,302,1793,2011,Flipkart,32.7992754450617,40,0.9724368882019577,88.0604
Lost Fitness Framework,Agatha Christie,Non-Fiction,Indie Pub,9.28,4.1,504,1916,2017,BooksWagon,39.40489588756818,0,1.6228748068006182,82.1008
Lost AI Secrets,Tim Ferriss,Non-Fiction,Hachette,14.36,4.2,71,8088,2019,Amazon,36.194039555733994,0,0.22861926841834107,84.0142
Hidden Design Bible,Simon Sinek,Business,O'Reilly Media,45.8,3.8,334,10585,2020,Flipkart,6.584753013934286,40,1.0754765584750128,76.0668
Love Handbook,George R.R. Martin,Self-Help,Macmillan,19.85,5.0,411,1273,2023,Crossword,24.220277890313156,0,1.3234157650695517,100.0822
Business Guide,J.K. Rowling,Romance,HarperCollins,9.03,3.9,2675,1016,2019,Flipkart,9.197207136726995,0,8.613472436888202,78.535
Lost Machine Learning Framework,Malcolm Gladwell,Business,Macmillan,31.96,4.3,600,2222,2011,Flipkart,14.681800634501098,0,1.9319938176197835,86.12
AI Guide,Malcolm Gladwell,Science Fiction,Hachette,14.33,3.3,2127,1039,2021,Flipkart,44.46650373068586,0,6.848918083462133,66.4254
Past Money Trilogy,Dale Carnegie,Self-Help,O'Reilly Media,36.52,4.8,1032,2721,2024,Flipkart,10.69982171606053,0,3.323029366306028,96.2064
History Guide,Dale Carnegie,Technology,Simon & Schuster,19.55,4.1,237,1393,2018,BooksWagon,24.955526138054243,0,0.7631375579598145,82.0474
Gardening Principles,Michelle Obama,Cooking,Simon & Schuster,13.46,5.0,4285,865,2016,Amazon,29.726229372724763,50,13.79765584750129,100.857
Essential Baking Guide,Neil Gaiman,Fantasy,Penguin Random House,12.19,3.8,140,1318,2010,Snapdeal,33.098598821764156,40,0.45079855744461617,76.028
Hidden Love Collection,Brene Brown,Self-Help,Hachette,19.82,3.9,239,1214,2018,Flipkart,27.385947339476566,40,0.7695775373518805,78.0478
Past Design Workbook,Malcolm Gladwell,Science,O'Reilly Media,39.87,4.4,247,1798,2019,Crossword,5.390833896767346,0,0.7953374549201442,88.0494
Forgotten Design Methods,Robert Kiyosaki,Mystery,Penguin Random House,12.63,4.2,1721,1002,2021,Flipkart,18.058452329759675,75,5.541602266872745,84.3442
Modern War Principles,Robert Kiyosaki,Science,O'Reilly Media,37.82,4.0,895,1022,2012,Crossword,25.708465735388458,0,2.8818907779495104,80.179
Advanced Machine Learning Workbook,Simon Sinek,Science,Macmillan,23.71,4.1,1436,1219,2014,BooksWagon,8.514659965793335,0,4.623905203503349,82.2872
Modern Fitness Journal,Tim Ferriss,Fantasy,,18.48,4.4,1400,2308,2010,Crossword,19.025077248367232,40,4.507985574446162,88.28
Bright Meditation Trilogy,Agatha Christie,Cooking,Penguin Random House,14.46,3.6,122,1696,2016,Snapdeal,6.328124351654663,0,0.39283874291602267,72.0244
Marketing Chronicles,Walter Isaacson,Fantasy,Indie Pub,9.03,5.0,2989,1891,2019,Amazon,8.14313988620083,0,9.624549201442555,100.5978
Marketing Chronicles,Robert Kiyosaki,Science,O'Reilly Media,43.19,3.9,148,1110,2014,Crossword,20.87693104806384,40,0.47655847501288,78.0296
Bright History Journal,Tim Ferriss,Fantasy,HarperCollins,11.06,4.0,317,2660,2017,Crossword,10.308630161722414,50,1.0207367336424524,80.0634
Lost AI Anthology,Tim Ferriss,Biography,Indie Pub,5.1,4.3,153,2224,2018,Amazon,27.701633930462325,40,0.4926584234930448,86.0306
Mystery Saga,Alex Michaelides,Non-Fiction,HarperCollins,25.37,4.1,41,1937,2025,Snapdeal,32.578598765490625,50,0.13201957753735188,82.0082
Advanced War Journal,Neil Gaiman,Science,Penguin Random House,30.5,4.4,260,1121,2014,Flipkart,37.02346796436331,75,0.8371973209685728,88.052
Data Science Anthology,George R.R. Martin,Mystery,Simon & Schuster,12.67,3.4,6738,2088,2020,Crossword,13.006009769792403,0,21.69629057187017,69.3476
Modern Gardening Chronicles,J.K. Rowling,Technology,Indie Pub,26.27,4.2,1757,1684,2011,Amazon,11.69930329036279,0,5.657521895929933,84.3514
Hidden Space Workbook,J.K. Rowling,Mystery,O'Reilly Media,31.54,4.0,551,2371,2012,BooksWagon,9.18271361337601,0,1.7742143225141678,80.1102
Advanced Love Guide,Walter Isaacson,Cooking,Amazon KDP,18.11,4.2,1058,1377,2010,Amazon,30.457209981745468,40,3.406749098402885,84.2116
Dark Meditation Secrets,Tara Westover,Technology,Macmillan,30.63,4.8,83,2041,2010,BooksWagon,33.25902905947605,40,0.26725914477073676,96.0166
Secret Leadership Methods,Dale Carnegie,Science Fiction,Hachette,10.47,4.9,203,2708,2014,Snapdeal,6.2634457930256815,75,0.6536579082946935,98.0406
Business Saga,Colleen Hoover,Business,Penguin Random House,14.32,4.6,4679,614,2019,Flipkart,42.448489849747595,50,15.06633178773828,92.9358
Gardening Chronicles,Neil Gaiman,Technology,Simon & Schuster,24.73,4.5,938,1794,2020,Amazon,7.078851346058896,40,3.0203503348789287,90.1876
Essential Gardening Guide,Agatha Christie,Biography,Penguin Random House,17.78,4.1,671,1222,2017,Crossword,26.65185341204282,0,2.1606130860381247,82.1342
Dark Machine Learning Workbook,Tara Westover,Mystery,Simon & Schuster,14.03,2.7,1315,1375,2013,Snapdeal,33.36242077803666,50,4.234286450283359,54.263
Dark Python Handbook,Brene Brown,Fantasy,,18.28,4.0,528,1855,2011,Amazon,39.83876494984342,75,1.7001545595054095,80.1056
Secret Fitness Anthology,Robert Kiyosaki,Science Fiction,Amazon KDP,20.62,4.7,641,719,2024,Crossword,33.56347728529711,50,2.0640133951571356,94.1282
Dark AI Saga,Stephen King,Science Fiction,Macmillan,10.14,4.6,386,1381,2010,Amazon,37.069123322791675,0,1.2429160226687275,92.0772
Design Masterclass,Brand New Author,Science,Simon & Schuster,29.77,4.5,1657,1245,2023,BooksWagon,18.57800770171224,40,5.335522926326636,90.3314
Advanced Fitness Saga,Robert Kiyosaki,Science,HarperCollins,21.79,4.9,2864,777,2025,Amazon,37.59300454986049,0,9.222050489438434,98.5728
Secret Money Strategies,Dale Carnegie,Self-Help,Amazon KDP,20.94,4.7,911,1558,2019,Amazon,8.204593855387007,0,2.9334106130860382,94.1822
Dark Data Science Masterclass,Walter Isaacson,Science Fiction,Indie Pub,14.87,3.8,274,3089,2017,Amazon,40.792666242421106,0,0.8822771767130345,76.0548
Data Science Masterclass,Alex Michaelides,Health,O'Reilly Media,26.62,4.0,213,2122,2014,Snapdeal,26.90369504614945,40,0.6858578052550233,80.0426
The Ultimate AI Chronicles,Yuval Noah Harari,Science,O'Reilly Media,35.53,3.8,543,1842,2019,Amazon,37.69191079849975,40,1.7484544049459043,76.1086
AI Masterclass,Michelle Obama,Health,Hachette,18.3,4.1,237,842,2021,Crossword,23.092731380732005,0,0.7631375579598145,82.0474
Essential War Framework,Michelle Obama,Health,Penguin Random House,11.15,4.1,1861,1231,2014,BooksWagon,30.743107807860998,0,5.992400824317362,82.3722
Beginner's Baking Masterclass,Brand New Author,History,Hachette,13.68,3.6,187,10077,2012,BooksWagon,26.056106437444527,40,0.6021380731581659,72.0374
Money Journal,Agatha Christie,Cooking,O'Reilly Media,30.3,3.5,2165,1800,2018,Amazon,34.263580870213275,0,6.971277691911386,70.433
The Ultimate Baking Masterclass,J.K. Rowling,Fantasy,HarperCollins,4.99,4.8,2038,2969,2014,Snapdeal,8.265199281223584,0,6.562339000515198,96.4076
Hidden Love Guide,Alex Michaelides,Cooking,O'Reilly Media,31.05,3.7,2021,1109,2024,Snapdeal,7.414083359622552,40,6.507599175682638,74.4042
Hidden Time Handbook,Stephen King,Health,,32.38,5.0,3756,768,2025,Crossword,14.884129360405858,50,12.094281298299846,100.7512
Leadership Secrets,Brene Brown,Fiction,Indie Pub,16.96,3.3,388,2511,2010,Amazon,11.381787204527534,0,1.2493560020607934,66.0776
Advanced Money Framework,Tim Ferriss,Fantasy,HarperCollins,11.53,4.3,365,1617,2023,BooksWagon,39.87134266368807,0,1.1752962390520352,86.073
Essential Business Anthology,Agatha Christie,Fantasy,Simon & Schuster,10.89,4.2,724,1380,2011,Snapdeal,13.768559494321773,0,2.331272539927872,84.1448
War Principles,Walter Isaacson,Health,Simon & Schuster,13.36,3.8,1211,1883,2012,Amazon,44.03461023276525,75,3.8994075218959297,76.2422
Advanced Data Science Collection,Tara Westover,Non-Fiction,Macmillan,11.71,3.8,114,2276,2022,Snapdeal,18.475831670844272,40,0.3670788253477589,76.0228
AI Anthology,Alex Michaelides,History,O'Reilly Media,27.62,4.3,877,1481,2012,Snapdeal,12.284716627547972,40,2.823930963420917,86.1754
Secret Marketing Guide,James Clear,Science Fiction,HarperCollins,19.25,4.4,1880,785,2022,BooksWagon,36.58794028569916,0,6.053580628541988,88.376
Lost War Framework,Colleen Hoover,Health,Hachette,16.33,4.1,77,1131,2016,Flipkart,31.348311020035045,40,0.24793920659453889,82.0154
Future Design Anthology,Michelle Obama,Health,Macmillan,22.11,5.0,3637,721,2024,Crossword,24.92782865812556,0,11.71110252447192,100.7274
Dark Meditation Guide,Dale Carnegie,Science Fiction,O'Reilly Media,30.44,4.0,452,1191,2013,Crossword,27.21454203750525,40,1.4554353426069038,80.0904
Baking Anthology,Dale Carnegie,Technology,Hachette,28.08,4.0,644,1349,2021,BooksWagon,33.768071130890554,75,2.0736733642452343,80.1288
Advanced AI Workbook,Neil Gaiman,Business,HarperCollins,25.0,3.1,146,1612,2018,Snapdeal,14.138189653251949,40,0.47011849562081404,62.0292
Hidden Machine Learning Masterclass,George R.R. Martin,Self-Help,Macmillan,12.25,4.1,153,3908,2020,Amazon,44.853356642269674,50,0.4926584234930448,82.0306
Machine Learning Trilogy,George R.R. Martin,Biography,O'Reilly Media,27.73,4.4,1095,1265,2014,Snapdeal,43.991726485871325,50,3.5258887171561053,88.219
Essential Cooking Masterclass,Alex Michaelides,Cooking,O'Reilly Media,33.11,4.2,769,3673,2015,BooksWagon,31.013027453877477,0,2.4761720762493558,84.1538
Forgotten Meditation Principles,Brand New Author,Cooking,Indie Pub,18.35,4.6,60,3501,2022,Crossword,12.981698037165806,75,0.19319938176197837,92.012
Design Saga,Tim Ferriss,Cooking,Hachette,16.88,4.8,217,1924,2024,Snapdeal,32.209129697251655,0,0.6987377640391551,96.0434
Forgotten History Framework,Delia Owens,Science,Indie Pub,19.05,4.5,336,1206,2016,Crossword,7.887936359167034,40,1.0819165378670788,90.0672
Marketing Anthology,Stephen King,Fantasy,Simon & Schuster,13.36,4.4,650,892,2020,Amazon,6.226100088232243,0,2.0929933024214322,88.13
Python Saga,Alex Michaelides,Mystery,Amazon KDP,15.2,3.9,628,3338,2019,Crossword,15.307315540448547,0,2.022153529108707,78.1256
The Ultimate Gardening Principles,James Clear,Fiction,Amazon KDP,18.86,4.1,61,1248,2014,Crossword,23.504918269572652,40,0.19641937145801133,82.0122
The Ultimate History Strategies,J.K. Rowling,Biography,Hachette,32.06,4.1,644,1522,2018,Flipkart,39.73090021633522,0,2.0736733642452343,82.1288
Marketing Secrets,Delia Owens,Biography,Penguin Random House,15.11,4.8,187,1640,2021,Flipkart,34.08676279065232,40,0.6021380731581659,96.0374
Future History Handbook,Delia Owens,Science Fiction,,18.58,4.2,997,1553,2017,Flipkart,34.70826084799924,40,3.210329726944874,84.1994
Fitness Strategies,Agatha Christie,Cooking,Amazon KDP,18.36,3.9,433,1617,2020,Crossword,22.019733377923014,0,1.394255538382277,78.0866
Design Strategies,George R.R. Martin,Mystery,Macmillan,15.51,3.5,234,1234,2021,BooksWagon,18.837399701878518,0,0.7534775888717156,70.0468
Dark Data Science Chronicles,Malcolm Gladwell,Biography,Hachette,15.82,4.3,844,1408,2024,Crossword,19.841550519384107,40,2.7176713034518287,86.1688
Modern Marketing Principles,Tara Westover,Business,HarperCollins,23.88,3.8,160,1253,2022,BooksWagon,44.505982549442315,0,0.5151983513652756,76.032
Bright Cooking Handbook,J.K. Rowling,Business,Hachette,24.48,5.0,143,5835,2010,BooksWagon,6.604367656499299,50,0.46045852653271513,100.0286
Forgotten Marketing Framework,Tim Ferriss,Business,Penguin Random House,25.1,3.9,154,1831,2019,Flipkart,39.681259844897944,40,0.49587841318907777,78.0308
Future Business Chronicles,Tim Ferriss,Fiction,Macmillan,13.12,4.5,1572,2291,2015,Snapdeal,28.147016342895736,50,5.0618238021638335,90.3144
Advanced War System,Delia Owens,Cooking,Amazon KDP,9.44,4.8,904,1820,2012,Amazon,22.54461676758362,40,2.9108706852138075,96.1808
Python Masterclass,Simon Sinek,Technology,Macmillan,32.9,3.6,220,2012,2025,Flipkart,34.01030641660546,40,0.708397733127254,72.044
Design Secrets,Dale Carnegie,Fantasy,O'Reilly Media,28.83,4.2,1592,1685,2017,Flipkart,24.466757656988115,40,5.126223596084492,84.3184
Secret History Guide,Tim Ferriss,Non-Fiction,Amazon KDP,13.4,5.0,360,1204,2013,Snapdeal,39.93692952326642,0,1.1591962905718702,100.072
Dark Gardening System,Dale Carnegie,Romance,O'Reilly Media,21.96,4.2,5575,1356,2025,Amazon,41.02807456045034,0,17.951442555383824,85.115
Marketing Guide,Colleen Hoover,Romance,HarperCollins,14.05,5.0,1025,813,2015,Crossword,21.868837074938217,50,3.300489438433797,100.205
AI Strategies,Colleen Hoover,Fantasy,Macmillan,4.99,4.4,266,903,2016,Crossword,16.073111889402064,40,0.8565172591447708,88.0532
Bright War Handbook,Neil Gaiman,Romance,HarperCollins,12.85,4.4,124,1618,2014,Flipkart,28.694013143734487,50,0.39927872230808864,88.0248
Leadership Secrets,Colleen Hoover,Fiction,Penguin Random House,25.12,3.9,879,1374,2015,Amazon,41.49453382466764,50,2.830370942812983,78.1758
Hidden War Guide,Neil Gaiman,Science,Amazon KDP,27.13,4.7,528,996,2024,Flipkart,13.426487560226663,50,1.7001545595054095,94.1056
