title,author,genre,publisher,price,rating,reviews_count,sales_rank,year,title_len_char,title_len_word,title_has_Guide,title_has_Ultimate,title_has_Beginner,title_has_Advanced,title_has_Masterclass,title_has_Strategies,author_freq,publisher_freq,genre_target_price,author_target_price,is_success
Hidden War Methods,Tim Ferriss,science,Macmillan,18.95,4.8,3789,1219,2025,18,3,0,0,0,0,0,0,50,122,34.48933333333333,17.877200000000002,0
Past Mystery Framework,Walter Isaacson,science fiction,Macmillan,13.93,4.0,926,1252,2020,22,3,0,0,0,0,0,0,49,122,23.323882352941176,19.53448979591837,0
Secret Python Collection,Alex Michaelides,fiction,Macmillan,11.93,4.3,298,2275,2015,24,3,0,0,0,0,0,0,48,122,25.9630303030303,20.53708333333333,0
Space Anthology,Malcolm Gladwell,science fiction,O'Reilly Media,30.8,4.8,774,1997,2019,15,2,0,0,0,0,0,0,44,134,23.323882352941176,20.788181818181815,0
Bright Space Workbook,Simon Sinek,business,Macmillan,29.75,4.7,15,4925,2018,21,3,0,0,0,0,0,0,56,122,26.626666666666665,20.928392857142857,0
Past Space Trilogy,George R.R. Martin,fiction,O'Reilly Media,23.17,3.3,141,2197,2022,18,3,0,0,0,0,0,0,53,134,25.9630303030303,27.61679245283019,0
Love Chronicles,Dale Carnegie,nonfiction,HarperCollins,17.71,2.9,366,1534,2013,15,2,0,0,0,0,0,0,48,135,17.289710144927536,20.772291666666668,0
Space Masterclass,Brand New Author,fantasy,Penguin Random House,12.27,4.3,131,1729,2022,17,2,0,0,0,0,1,0,49,111,16.82627906976744,20.243673469387755,0
Secret Marketing Secrets,Robert Kiyosaki,nonfiction,Hachette,14.92,4.0,1257,896,2017,24,3,0,0,0,0,0,0,52,111,17.289710144927536,21.901538461538465,1
Business Story,Dale Carnegie,history,Amazon KDP,20.98,3.7,650,1496,2024,14,2,0,0,0,0,0,0,48,110,17.616060606060607,20.772291666666668,0
Complete AI Story,James Clear,technology,Unknown Publisher,37.78,5.0,692,1215,2013,17,3,0,0,0,0,0,0,43,44,27.96157894736842,20.353488372093025,0
Love Anthology,Simon Sinek,technology,Indie Pub,18.14,4.1,1642,2650,2024,14,2,0,0,0,0,0,0,56,120,27.96157894736842,20.928392857142857,0
The Ultimate AI Guide,George R.R. Martin,fiction,O'Reilly Media,31.65,5.0,550,992,2020,21,4,1,1,0,0,0,0,53,134,25.9630303030303,27.61679245283019,1
Business Chronicles,Tim Ferriss,health,HarperCollins,18.39,3.9,3480,2484,2015,19,2,0,0,0,0,0,0,50,135,18.720967741935485,17.877200000000002,0
Mystery Chronicles,J.K. Rowling,romance,Indie Pub,18.71,5.0,2793,1316,2023,18,2,0,0,0,0,0,0,52,120,17.3478125,31.40346153846154,0
Time Journal,Neil Gaiman,business,Amazon KDP,25.16,3.9,553,2862,2010,12,2,0,0,0,0,0,0,50,110,26.626666666666665,19.3094,0
Bright Data Science Masterclass,James Clear,cooking,Macmillan,25.07,4.6,712,973,2016,31,4,0,0,0,0,1,0,43,122,17.460945945945944,20.353488372093025,1
Lost AI Principles,Delia Owens,biography,Simon & Schuster,8.26,3.9,1015,3271,2021,18,3,0,0,0,0,0,0,59,109,24.535342465753423,21.622542372881355,0
Forgotten AI Framework,Walter Isaacson,fantasy,Indie Pub,9.77,4.6,1987,1646,2022,22,3,0,0,0,0,0,0,49,120,16.82627906976744,19.53448979591837,0
Cooking System,George R.R. Martin,technology,Simon & Schuster,29.98,5.0,84,2868,2019,14,2,0,0,0,0,0,0,53,109,27.96157894736842,27.61679245283019,0
Bright Cooking Saga,Yuval Noah Harari,fiction,Hachette,13.39,4.5,1697,2223,2013,19,3,0,0,0,0,0,0,44,111,25.9630303030303,30.98318181818182,0
Lost Marketing Chronicles,Neil Gaiman,cooking,Simon & Schuster,17.28,4.7,490,1071,2022,25,3,0,0,0,0,0,0,50,109,17.460945945945944,19.3094,1
Beginner's Time Handbook,J.K. Rowling,romance,O'Reilly Media,30.29,4.5,2553,1805,2019,24,3,0,0,1,0,0,0,52,134,17.3478125,31.40346153846154,0
Past Mystery Trilogy,Dale Carnegie,health,Penguin Random House,17.69,3.8,634,1093,2025,20,3,0,0,0,0,0,0,48,111,18.720967741935485,20.772291666666668,1
Past Time Anthology,Walter Isaacson,romance,Amazon KDP,9.78,3.6,2397,3260,2025,19,3,0,0,0,0,0,0,49,110,17.3478125,19.53448979591837,0
Modern Meditation Trilogy,Colleen Hoover,business,Penguin Random House,23.89,4.6,1284,1058,2017,25,3,0,0,0,0,0,0,46,111,26.626666666666665,19.616739130434784,1
Complete Leadership Masterclass,J.K. Rowling,science,O'Reilly Media,44.3,4.3,324,2608,2025,31,3,0,0,0,0,1,0,52,134,34.48933333333333,31.40346153846154,0
Gardening Journal,Delia Owens,science,Indie Pub,23.76,4.6,1342,1217,2011,17,2,0,0,0,0,0,0,59,120,34.48933333333333,21.622542372881355,0
Beginner's Data Science Collection,Yuval Noah Harari,fiction,Hachette,18.31,3.6,880,1361,2011,34,4,0,0,1,0,0,0,44,111,25.9630303030303,30.98318181818182,0
Love Journal,Robert Kiyosaki,health,Macmillan,17.0,4.5,512,1149,2016,12,2,0,0,0,0,0,0,52,122,18.720967741935485,21.901538461538465,0
Leadership Framework,Brand New Author,business,Simon & Schuster,31.19,5.0,686,1983,2016,20,2,0,0,0,0,0,0,49,109,26.626666666666665,20.243673469387755,0
Leadership Principles,Brene Brown,romance,Simon & Schuster,16.2,3.6,1796,980,2020,21,2,0,0,0,0,0,0,53,109,17.3478125,28.74641509433962,1
Machine Learning Principles,Tara Westover,health,HarperCollins,18.77,4.5,2092,1735,2014,27,3,0,0,0,0,0,0,46,135,18.720967741935485,18.106739130434782,0
Beginner's Meditation Workbook,Stephen King,health,Simon & Schuster,14.31,3.8,612,1324,2017,30,3,0,0,1,0,0,0,66,109,18.720967741935485,27.875151515151515,0
Complete Data Science Workbook,Stephen King,history,Unknown Publisher,12.1,4.7,6999,758,2023,30,4,0,0,0,0,0,0,66,44,17.616060606060607,27.875151515151515,1
Python Bible,Brene Brown,romance,Indie Pub,14.02,3.9,2610,1267,2024,12,2,0,0,0,0,0,0,53,120,17.3478125,28.74641509433962,0
Space Strategies,George R.R. Martin,science fiction,Indie Pub,14.33,4.5,229,1988,2012,16,2,0,0,0,0,0,1,53,120,23.323882352941176,27.61679245283019,0
Forgotten Cooking Anthology,Brene Brown,history,Indie Pub,14.4,4.0,240,1712,2019,27,3,0,0,0,0,0,0,53,120,17.616060606060607,28.74641509433962,0
Future Time Guide,Tim Ferriss,biography,Penguin Random House,18.61,4.0,4079,1378,2011,17,3,1,0,0,0,0,0,50,111,24.535342465753423,17.877200000000002,0
Hidden Gardening Story,J.K. Rowling,fiction,O'Reilly Media,31.12,3.3,214,1128,2024,22,3,0,0,0,0,0,0,52,134,25.9630303030303,31.40346153846154,1
Beginner's Fitness Bible,Simon Sinek,fantasy,Simon & Schuster,12.37,5.0,433,1328,2018,24,3,0,0,1,0,0,0,56,109,16.82627906976744,20.928392857142857,0
Bright Meditation Journal,J.K. Rowling,technology,Penguin Random House,22.18,5.0,2509,1862,2022,25,3,0,0,0,0,0,0,52,111,27.96157894736842,31.40346153846154,0
Complete Cooking Secrets,Colleen Hoover,fantasy,HarperCollins,25.31,4.8,3457,805,2010,24,3,0,0,0,0,0,0,46,135,16.82627906976744,19.616739130434784,1
Past AI Journal,George R.R. Martin,romance,Penguin Random House,18.89,4.2,171,2565,2010,15,3,0,0,0,0,0,0,53,111,17.3478125,27.61679245283019,0
Complete AI Masterclass,Stephen King,science fiction,O'Reilly Media,500.0,4.7,1824,1099,2012,23,3,0,0,0,0,1,0,66,134,23.323882352941176,27.875151515151515,1
Past Cooking Story,Dale Carnegie,technology,Hachette,25.44,4.1,253,1257,2014,18,3,0,0,0,0,0,0,48,111,27.96157894736842,20.772291666666668,0
Bright Gardening Story,Tara Westover,fiction,Penguin Random House,11.42,4.1,116,7893,2015,22,3,0,0,0,0,0,0,46,111,25.9630303030303,18.106739130434782,0
Complete Cooking Masterclass,Brand New Author,cooking,O'Reilly Media,37.57,5.0,224,1597,2016,28,3,0,0,0,0,1,0,49,134,17.460945945945944,20.243673469387755,0
Essential Meditation Principles,Agatha Christie,mystery,Indie Pub,21.11,3.7,650,1224,2023,31,3,0,0,0,0,0,0,39,120,18.75859649122807,17.696666666666665,0
History Strategies,Colleen Hoover,fantasy,Macmillan,13.14,5.0,8017,821,2019,18,2,0,0,0,0,0,1,46,122,16.82627906976744,19.616739130434784,1
The Ultimate Meditation Anthology,Brand New Author,romance,Macmillan,17.56,3.3,317,3622,2022,33,4,0,1,0,0,0,0,49,122,17.3478125,20.243673469387755,0
Complete Business Guide,Robert Kiyosaki,cooking,Macmillan,16.62,3.7,922,680,2025,23,3,1,0,0,0,0,0,52,122,17.460945945945944,21.901538461538465,1
Love Trilogy,Tim Ferriss,technology,Simon & Schuster,27.57,2.8,122,2541,2022,12,2,0,0,0,0,0,0,50,109,27.96157894736842,17.877200000000002,0
Complete Python Principles,J.K. Rowling,fantasy,O'Reilly Media,29.86,4.0,4499,1170,2012,26,3,0,0,0,0,0,0,52,134,16.82627906976744,31.40346153846154,0
Dark Business Journal,Michelle Obama,self-help,Penguin Random House,11.99,4.7,403,914,2022,21,3,0,0,0,0,0,0,49,111,24.81764705882353,18.409795918367347,1
Modern Data Science Saga,Agatha Christie,cooking,HarperCollins,18.83,4.1,674,1341,2014,24,4,0,0,0,0,0,0,39,135,17.460945945945944,17.696666666666665,0
Future Data Science Methods,Stephen King,self-help,Indie Pub,10.61,4.4,665,1198,2022,27,4,0,0,0,0,0,0,66,120,24.81764705882353,27.875151515151515,0
Hidden AI Collection,Neil Gaiman,science fiction,Macmillan,19.57,4.1,1509,2946,2011,20,3,0,0,0,0,0,0,50,122,23.323882352941176,19.3094,0
Dark Baking Masterclass,Brand New Author,mystery,Penguin Random House,14.89,4.6,31,2852,2019,23,3,0,0,0,0,1,0,49,111,18.75859649122807,20.243673469387755,0
Beginner's Business Saga,Stephen King,nonfiction,Penguin Random House,18.68,4.5,1009,1059,2015,24,3,0,0,1,0,0,0,66,111,17.289710144927536,27.875151515151515,1
Future Fitness Masterclass,Brene Brown,biography,Simon & Schuster,7.19,3.6,872,2536,2021,26,3,0,0,0,0,1,0,53,109,24.535342465753423,28.74641509433962,0
Complete Fitness Bible,James Clear,biography,Indie Pub,21.47,4.2,1480,1076,2023,22,3,0,0,0,0,0,0,43,120,24.535342465753423,20.353488372093025,1
Forgotten Baking Framework,George R.R. Martin,history,Indie Pub,6.92,3.8,255,1876,2011,26,3,0,0,0,0,0,0,53,120,17.616060606060607,27.61679245283019,0
Secret Python Handbook,Brene Brown,business,HarperCollins,26.0,4.2,264,1370,2013,22,3,0,0,0,0,0,0,53,135,26.626666666666665,28.74641509433962,0
Hidden Cooking Chronicles,James Clear,health,Macmillan,17.14,4.3,1358,878,2011,25,3,0,0,0,0,0,0,43,122,18.720967741935485,20.353488372093025,1
Hidden War Principles,Michelle Obama,health,Amazon KDP,10.86,3.0,348,983,2017,21,3,0,0,0,0,0,0,49,110,18.720967741935485,18.409795918367347,1
The Ultimate Baking Secrets,Colleen Hoover,health,Indie Pub,22.18,4.0,111,846,2013,27,4,0,1,0,0,0,0,46,120,18.720967741935485,19.616739130434784,1
Lost History Methods,Tara Westover,biography,Penguin Random House,18.1,3.8,930,1097,2022,20,3,0,0,0,0,0,0,46,111,24.535342465753423,18.106739130434782,1
Modern Leadership Methods,Colleen Hoover,technology,O'Reilly Media,39.09,4.1,668,784,2010,25,3,0,0,0,0,0,0,46,134,27.96157894736842,19.616739130434784,1
Lost Gardening Trilogy,Brand New Author,science fiction,Macmillan,12.59,5.0,575,1963,2024,22,3,0,0,0,0,0,0,49,122,23.323882352941176,20.243673469387755,0
Marketing Framework,Yuval Noah Harari,biography,Unknown Publisher,16.62,3.4,335,2224,2010,19,2,0,0,0,0,0,0,44,44,24.535342465753423,30.98318181818182,0
History Masterclass,James Clear,fantasy,Indie Pub,19.42,5.0,821,1015,2010,19,2,0,0,0,0,1,0,43,120,16.82627906976744,20.353488372093025,1
The Ultimate Cooking Principles,Tara Westover,self-help,Macmillan,21.49,4.8,358,1819,2023,31,4,0,1,0,0,0,0,46,122,24.81764705882353,18.106739130434782,0
Data Science Masterclass,Michelle Obama,fiction,Macmillan,15.57,3.9,2287,1096,2023,24,3,0,0,0,0,1,0,49,122,25.9630303030303,18.409795918367347,1
The Ultimate Space Story,Stephen King,romance,Amazon KDP,29.37,5.0,777,822,2012,24,4,0,1,0,0,0,0,66,110,17.3478125,27.875151515151515,1
War System,Simon Sinek,self-help,Hachette,15.34,3.8,1088,1491,2020,10,2,0,0,0,0,0,0,56,111,24.81764705882353,20.928392857142857,0
Leadership Masterclass,Brene Brown,history,Macmillan,11.78,4.0,505,1416,2012,22,2,0,0,0,0,1,0,53,122,17.616060606060607,28.74641509433962,0
Hidden AI Trilogy,Robert Kiyosaki,business,Simon & Schuster,20.22,4.0,10105,778,2024,17,3,0,0,0,0,0,0,52,109,26.626666666666665,21.901538461538465,1
Past AI Bible,Malcolm Gladwell,technology,O'Reilly Media,45.12,4.4,537,1716,2019,13,3,0,0,0,0,0,0,44,134,27.96157894736842,20.788181818181815,0
Data Science Secrets,Simon Sinek,business,Penguin Random House,19.69,4.7,485,1707,2016,20,3,0,0,0,0,0,0,56,111,26.626666666666665,20.928392857142857,0
Essential Python Workbook,Agatha Christie,technology,Penguin Random House,30.94,4.7,1817,982,2019,25,3,0,0,0,0,0,0,39,111,27.96157894736842,17.696666666666665,1
Future Cooking Masterclass,George R.R. Martin,health,Macmillan,15.97,4.1,602,2329,2013,26,3,0,0,0,0,1,0,53,122,18.720967741935485,27.61679245283019,0
Hidden Love Bible,Michelle Obama,nonfiction,Macmillan,20.84,5.0,461,791,2014,17,3,0,0,0,0,0,0,49,122,17.289710144927536,18.409795918367347,1
Complete Gardening Collection,Alex Michaelides,mystery,Hachette,21.59,3.9,57,2099,2012,29,3,0,0,0,0,0,0,48,111,18.75859649122807,20.53708333333333,0
Lost Machine Learning Chronicles,Stephen King,biography,HarperCollins,21.48,3.9,366,1004,2020,32,4,0,0,0,0,0,0,66,135,24.535342465753423,27.875151515151515,1
Dark Space Chronicles,Neil Gaiman,mystery,Amazon KDP,19.2,4.0,637,1235,2025,21,3,0,0,0,0,0,0,50,110,18.75859649122807,19.3094,0
Essential Machine Learning Secrets,Malcolm Gladwell,technology,Simon & Schuster,23.04,4.0,1586,3169,2018,34,4,0,0,0,0,0,0,44,109,27.96157894736842,20.788181818181815,0
Data Science Principles,Simon Sinek,fantasy,O'Reilly Media,36.09,4.3,2725,995,2023,23,3,0,0,0,0,0,0,56,134,16.82627906976744,20.928392857142857,1
Future Business Secrets,Stephen King,cooking,Amazon KDP,17.02,4.4,403,1004,2016,23,3,0,0,0,0,0,0,66,110,17.460945945945944,27.875151515151515,1
Marketing Anthology,Delia Owens,fantasy,Penguin Random House,9.1,4.3,463,1355,2022,19,2,0,0,0,0,0,0,59,111,16.82627906976744,21.622542372881355,0
The Ultimate War Secrets,Alex Michaelides,technology,Indie Pub,31.42,4.0,805,2231,2022,24,4,0,1,0,0,0,0,48,120,27.96157894736842,20.53708333333333,0
Future Leadership Secrets,Brene Brown,nonfiction,Penguin Random House,19.36,5.0,488,2321,2025,25,3,0,0,0,0,0,0,53,111,17.289710144927536,28.74641509433962,0
Past Machine Learning Secrets,Robert Kiyosaki,business,Macmillan,20.0,4.3,1445,1156,2017,29,4,0,0,0,0,0,0,52,122,26.626666666666665,21.901538461538465,0
Forgotten War Framework,Agatha Christie,mystery,Indie Pub,16.75,4.8,1127,1672,2015,23,3,0,0,0,0,0,0,39,120,18.75859649122807,17.696666666666665,0
Advanced Money Trilogy,James Clear,mystery,Indie Pub,17.05,5.0,1864,1050,2014,22,3,0,0,0,1,0,0,43,120,18.75859649122807,20.353488372093025,1
Advanced Design Secrets,J.K. Rowling,science,O'Reilly Media,39.34,4.1,923,3277,2011,23,3,0,0,0,1,0,0,52,134,34.48933333333333,31.40346153846154,0
Forgotten Gardening Story,Tara Westover,nonfiction,O'Reilly Media,19.14,4.2,391,1493,2010,25,3,0,0,0,0,0,0,46,134,17.289710144927536,18.106739130434782,0
Forgotten Cooking Masterclass,J.K. Rowling,technology,Indie Pub,26.66,4.0,1093,1858,2011,29,3,0,0,0,0,1,0,52,120,27.96157894736842,31.40346153846154,0
Dark Mystery Masterclass,Tara Westover,health,Indie Pub,17.57,4.5,938,2231,2012,24,3,0,0,0,0,1,0,46,120,18.720967741935485,18.106739130434782,0
Space Anthology,Simon Sinek,technology,Indie Pub,20.32,4.6,419,1394,2014,15,2,0,0,0,0,0,0,56,120,27.96157894736842,20.928392857142857,0
Forgotten Baking Workbook,Tim Ferriss,fantasy,Simon & Schuster,16.84,4.0,693,1152,2021,25,3,0,0,0,0,0,0,50,109,16.82627906976744,17.877200000000002,0
Forgotten Mystery: The Handbook,Simon Sinek,science,Simon & Schuster,24.9,3.4,977,2276,2015,31,4,0,0,0,0,0,0,56,109,34.48933333333333,20.928392857142857,0
Complete Money Story,Brand New Author,business,Indie Pub,19.73,5.0,740,3491,2017,20,3,0,0,0,0,0,0,49,120,26.626666666666665,20.243673469387755,0
Data Science System,Colleen Hoover,technology,Macmillan,24.48,4.8,1036,1034,2021,19,3,0,0,0,0,0,0,46,122,27.96157894736842,19.616739130434784,1
Complete Love Principles,James Clear,history,Hachette,10.36,4.8,2778,954,2016,24,3,0,0,0,0,0,0,43,111,17.616060606060607,20.353488372093025,1
Bright Space Chronicles,Robert Kiyosaki,biography,Penguin Random House,15.95,4.8,80,833,2011,23,3,0,0,0,0,0,0,52,111,24.535342465753423,21.901538461538465,1
Complete Money Secrets,Walter Isaacson,cooking,Amazon KDP,11.73,4.9,223,7469,2021,22,3,0,0,0,0,0,0,49,110,17.460945945945944,19.53448979591837,0
Beginner's Fitness Masterclass,George R.R. Martin,business,HarperCollins,24.31,4.9,3462,1448,2011,30,3,0,0,1,0,1,0,53,135,26.626666666666665,27.61679245283019,0
Complete Marketing Bible,Tim Ferriss,fiction,Simon & Schuster,28.2,3.4,699,1542,2022,24,3,0,0,0,0,0,0,50,109,25.9630303030303,17.877200000000002,0
Dark Baking Journal,Brand New Author,technology,O'Reilly Media,38.77,4.1,2904,3017,2010,19,3,0,0,0,0,0,0,49,134,27.96157894736842,20.243673469387755,0
Advanced Space Trilogy,Michelle Obama,business,HarperCollins,25.62,5.0,1159,900,2020,22,3,0,0,0,1,0,0,49,135,26.626666666666665,18.409795918367347,1
Complete Machine Learning Workbook,Delia Owens,science fiction,Hachette,11.89,3.5,256,1855,2019,34,4,0,0,0,0,0,0,59,111,23.323882352941176,21.622542372881355,0
The Ultimate Space Bible,Delia Owens,mystery,O'Reilly Media,31.94,3.9,320,2030,2014,24,4,0,1,0,0,0,0,59,134,18.75859649122807,21.622542372881355,0
Advanced Baking Methods,Brand New Author,science,O'Reilly Media,32.97,4.6,107,2068,2016,23,3,0,0,0,1,0,0,49,134,34.48933333333333,20.243673469387755,0
Fitness Bible,Walter Isaacson,fiction,HarperCollins,20.41,3.8,153,4796,2019,13,2,0,0,0,0,0,0,49,135,25.9630303030303,19.53448979591837,0
Hidden Love Chronicles,Delia Owens,fantasy,Amazon KDP,16.6,4.3,117,1301,2015,22,3,0,0,0,0,0,0,59,110,16.82627906976744,21.622542372881355,0
Advanced Fitness Handbook,Michelle Obama,history,Hachette,14.2,4.1,1651,749,2024,25,3,0,0,0,1,0,0,49,111,17.616060606060607,18.409795918367347,1
Leadership Secrets,Robert Kiyosaki,business,HarperCollins,23.4,4.2,2466,1189,2021,18,2,0,0,0,0,0,0,52,135,26.626666666666665,21.901538461538465,0
Money Secrets,Michelle Obama,romance,Amazon KDP,24.51,3.7,584,841,2023,13,2,0,0,0,0,0,0,49,110,17.3478125,18.409795918367347,1
Business Saga,Simon Sinek,history,HarperCollins,5.98,4.5,13,100000,2022,13,2,0,0,0,0,0,0,56,135,17.616060606060607,20.928392857142857,0
Baking Strategies,Alex Michaelides,biography,Simon & Schuster,7.09,4.3,418,1472,2013,17,2,0,0,0,0,0,1,48,109,24.535342465753423,20.53708333333333,0
Dark Space Strategies,Malcolm Gladwell,biography,Unknown Publisher,23.06,3.8,519,1471,2011,21,3,0,0,0,0,0,1,44,44,24.535342465753423,20.788181818181815,0
Complete Data Science: The Workbook,Stephen King,health,Hachette,4.99,3.7,531,1523,2020,35,5,0,0,0,0,0,0,66,111,18.720967741935485,27.875151515151515,0
Past Python Saga,Agatha Christie,romance,Indie Pub,14.34,3.9,411,1940,2018,16,3,0,0,0,0,0,0,39,120,17.3478125,17.696666666666665,0
Forgotten Leadership Masterclass,Neil Gaiman,biography,HarperCollins,15.84,4.9,264,1268,2023,32,3,0,0,0,0,1,0,50,135,24.535342465753423,19.3094,0
Space Principles,Alex Michaelides,fiction,HarperCollins,14.51,4.3,1022,1985,2019,16,2,0,0,0,0,0,0,48,135,25.9630303030303,20.53708333333333,0
Hidden Cooking Workbook,Walter Isaacson,cooking,O'Reilly Media,34.77,4.4,302,1793,2011,23,3,0,0,0,0,0,0,49,134,17.460945945945944,19.53448979591837,0
Lost Fitness Framework,Agatha Christie,nonfiction,Indie Pub,9.28,4.1,504,1916,2017,22,3,0,0,0,0,0,0,39,120,17.289710144927536,17.696666666666665,0
Lost AI Secrets,Tim Ferriss,nonfiction,Hachette,14.36,4.2,71,8088,2019,15,3,0,0,0,0,0,0,50,111,17.289710144927536,17.877200000000002,0
Hidden Design Bible,Simon Sinek,business,O'Reilly Media,45.8,3.8,334,10585,2020,19,3,0,0,0,0,0,0,56,134,26.626666666666665,20.928392857142857,0
Love Handbook,George R.R. Martin,self-help,Macmillan,19.85,5.0,411,1273,2023,13,2,0,0,0,0,0,0,53,122,24.81764705882353,27.61679245283019,0
Business Guide,J.K. Rowling,romance,HarperCollins,9.03,3.9,2675,1016,2019,14,2,1,0,0,0,0,0,52,135,17.3478125,31.40346153846154,1
Lost Machine Learning Framework,Malcolm Gladwell,business,Macmillan,31.96,4.3,600,2222,2011,31,4,0,0,0,0,0,0,44,122,26.626666666666665,20.788181818181815,0
AI Guide,Malcolm Gladwell,science fiction,Hachette,14.33,3.3,2127,1039,2021,8,2,1,0,0,0,0,0,44,111,23.323882352941176,20.788181818181815,1
Past Money Trilogy,Dale Carnegie,self-help,O'Reilly Media,36.52,4.8,1032,2721,2024,18,3,0,0,0,0,0,0,48,134,24.81764705882353,20.772291666666668,0
History Guide,Dale Carnegie,technology,Simon & Schuster,19.55,4.1,237,1393,2018,13,2,1,0,0,0,0,0,48,109,27.96157894736842,20.772291666666668,0
Gardening Principles,Michelle Obama,cooking,Simon & Schuster,13.46,5.0,4285,865,2016,20,2,0,0,0,0,0,0,49,109,17.460945945945944,18.409795918367347,1
Essential Baking Guide,Neil Gaiman,fantasy,Penguin Random House,12.19,3.8,140,1318,2010,22,3,1,0,0,0,0,0,50,111,16.82627906976744,19.3094,0
Hidden Love Collection,Brene Brown,self-help,Hachette,19.82,3.9,239,1214,2018,22,3,0,0,0,0,0,0,53,111,24.81764705882353,28.74641509433962,0
Past Design Workbook,Malcolm Gladwell,science,O'Reilly Media,39.87,4.4,247,1798,2019,20,3,0,0,0,0,0,0,44,134,34.48933333333333,20.788181818181815,0
Forgotten Design Methods,Robert Kiyosaki,mystery,Penguin Random House,12.63,4.2,1721,1002,2021,24,3,0,0,0,0,0,0,52,111,18.75859649122807,21.901538461538465,1
Modern War Principles,Robert Kiyosaki,science,O'Reilly Media,37.82,4.0,895,1022,2012,21,3,0,0,0,0,0,0,52,134,34.48933333333333,21.901538461538465,1
Advanced Machine Learning Workbook,Simon Sinek,science,Macmillan,23.71,4.1,1436,1219,2014,34,4,0,0,0,1,0,0,56,122,34.48933333333333,20.928392857142857,0
Modern Fitness Journal,Tim Ferriss,fantasy,Unknown Publisher,18.48,4.4,1400,2308,2010,22,3,0,0,0,0,0,0,50,44,16.82627906976744,17.877200000000002,0
Bright Meditation Trilogy,Agatha Christie,cooking,Penguin Random House,14.46,3.6,122,1696,2016,25,3,0,0,0,0,0,0,39,111,17.460945945945944,17.696666666666665,0
Marketing Chronicles,Walter Isaacson,fantasy,Indie Pub,9.03,5.0,2989,1891,2019,20,2,0,0,0,0,0,0,49,120,16.82627906976744,19.53448979591837,0
Marketing Chronicles,Robert Kiyosaki,science,O'Reilly Media,43.19,3.9,148,1110,2014,20,2,0,0,0,0,0,0,52,134,34.48933333333333,21.901538461538465,1
Bright History Journal,Tim Ferriss,fantasy,HarperCollins,11.06,4.0,317,2660,2017,22,3,0,0,0,0,0,0,50,135,16.82627906976744,17.877200000000002,0
Lost AI Anthology,Tim Ferriss,biography,Indie Pub,5.1,4.3,153,2224,2018,17,3,0,0,0,0,0,0,50,120,24.535342465753423,17.877200000000002,0
Mystery Saga,Alex Michaelides,nonfiction,HarperCollins,25.37,4.1,41,1937,2025,12,2,0,0,0,0,0,0,48,135,17.289710144927536,20.53708333333333,0
Advanced War Journal,Neil Gaiman,science,Penguin Random House,30.5,4.4,260,1121,2014,20,3,0,0,0,1,0,0,50,111,34.48933333333333,19.3094,1
Data Science Anthology,George R.R. Martin,mystery,Simon & Schuster,12.67,3.4,6738,2088,2020,22,3,0,0,0,0,0,0,53,109,18.75859649122807,27.61679245283019,0
Modern Gardening Chronicles,J.K. Rowling,technology,Indie Pub,26.27,4.2,1757,1684,2011,27,3,0,0,0,0,0,0,52,120,27.96157894736842,31.40346153846154,0
Hidden Space Workbook,J.K. Rowling,mystery,O'Reilly Media,31.54,4.0,551,2371,2012,21,3,0,0,0,0,0,0,52,134,18.75859649122807,31.40346153846154,0
Advanced Love Guide,Walter Isaacson,cooking,Amazon KDP,18.11,4.2,1058,1377,2010,19,3,1,0,0,1,0,0,49,110,17.460945945945944,19.53448979591837,0
Dark Meditation Secrets,Tara Westover,technology,Macmillan,30.63,4.8,83,2041,2010,23,3,0,0,0,0,0,0,46,122,27.96157894736842,18.106739130434782,0
Secret Leadership Methods,Dale Carnegie,science fiction,Hachette,10.47,4.9,203,2708,2014,25,3,0,0,0,0,0,0,48,111,23.323882352941176,20.772291666666668,0
Business Saga,Colleen Hoover,business,Penguin Random House,14.32,4.6,4679,614,2019,13,2,0,0,0,0,0,0,46,111,26.626666666666665,19.616739130434784,1
Gardening Chronicles,Neil Gaiman,technology,Simon & Schuster,24.73,4.5,938,1794,2020,20,2,0,0,0,0,0,0,50,109,27.96157894736842,19.3094,0
Essential Gardening Guide,Agatha Christie,biography,Penguin Random House,17.78,4.1,671,1222,2017,25,3,1,0,0,0,0,0,39,111,24.535342465753423,17.696666666666665,0
Dark Machine Learning Workbook,Tara Westover,mystery,Simon & Schuster,14.03,2.7,1315,1375,2013,30,4,0,0,0,0,0,0,46,109,18.75859649122807,18.106739130434782,0
Dark Python Handbook,Brene Brown,fantasy,Unknown Publisher,18.28,4.0,528,1855,2011,20,3,0,0,0,0,0,0,53,44,16.82627906976744,28.74641509433962,0
Secret Fitness Anthology,Robert Kiyosaki,science fiction,Amazon KDP,20.62,4.7,641,719,2024,24,3,0,0,0,0,0,0,52,110,23.323882352941176,21.901538461538465,1
Dark AI Saga,Stephen King,science fiction,Macmillan,10.14,4.6,386,1381,2010,12,3,0,0,0,0,0,0,66,122,23.323882352941176,27.875151515151515,0
Design Masterclass,Brand New Author,science,Simon & Schuster,29.77,4.5,1657,1245,2023,18,2,0,0,0,0,1,0,49,109,34.48933333333333,20.243673469387755,0
Advanced Fitness Saga,Robert Kiyosaki,science,HarperCollins,21.79,4.9,2864,777,2025,21,3,0,0,0,1,0,0,52,135,34.48933333333333,21.901538461538465,1
